Model,M,N,K,SM,SN,SK,Q,QN,SP,Method,Time(ms),TFLOPS,Bandwidth(GB/s)
gpt-neo-1.3B,16384,2048,8192,16384,2048,8192,False,16,TT,TE_CUBLAS,0.5896,932.42,369.92
gpt-neo-1.3B,16384,2048,8192,1,128,128,False,16,GB,MXBLAS,0.7497,733.30,290.92
gpt-neo-1.3B,16384,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.7923,693.89,275.29
gpt-neo-1.3B,16384,2048,8192,1,128,128,False,16,GB,CUTLASS,0.9406,584.45,231.87
gpt-neo-1.3B,16384,2048,8192,1,128,128,False,16,GB,SG_LANG,1.0224,537.71,213.33
gpt-neo-1.3B,16384,2048,8192,128,128,128,False,16,BB,MXBLAS,0.8388,655.39,260.01
gpt-neo-1.3B,16384,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.9551,575.59,228.35
gpt-neo-1.3B,16384,2048,8192,128,128,128,False,16,BB,CUTLASS,0.9545,575.95,228.50
gpt-neo-1.3B,16384,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.5834,942.31,373.84
gpt-neo-1.3B,16384,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.5869,936.72,371.62
gpt-neo-1.3B,16384,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.7201,763.45,302.88
gpt-neo-1.3B,16384,50257,2048,16384,50257,2048,False,16,TT,MXBLAS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,16384,50257,2048,False,16,TT,COAT,5.0753,664.53,351.37
gpt-neo-1.3B,16384,50257,2048,16384,50257,2048,False,16,TT,CUTLASS,6.5241,516.96,273.34
gpt-neo-1.3B,16384,50257,2048,16384,50257,2048,False,16,TT,TE_CUBLAS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,128,128,False,16,GB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,128,128,128,False,16,BB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,1,2048,False,16,CC,MXBLAS,nan,nan,nan
gpt-neo-1.3B,16384,50257,2048,1,1,2048,False,16,CC,FB_GEMM,6.7126,502.44,265.67
gpt-neo-1.3B,16384,50257,2048,1,1,2048,False,16,CC,SG_LANG,nan,nan,nan
llama-2-13B,128,5120,5120,128,5120,5120,False,16,TT,MXBLAS,0.0272,246.48,1035.02
llama-2-13B,128,5120,5120,128,5120,5120,False,16,TT,COAT,0.0458,146.62,615.67
llama-2-13B,128,5120,5120,128,5120,5120,False,16,TT,CUTLASS,0.0369,181.99,764.20
llama-2-13B,128,5120,5120,128,5120,5120,False,16,TT,TE_CUBLAS,0.0296,226.93,952.94
llama-2-13B,128,5120,5120,1,128,128,False,16,GB,MXBLAS,0.0282,237.70,998.18
llama-2-13B,128,5120,5120,1,128,128,False,16,GB,DEEP_GEMM,0.0413,162.49,682.34
llama-2-13B,128,5120,5120,1,128,128,False,16,GB,CUTLASS,0.0427,157.06,659.53
llama-2-13B,128,5120,5120,1,128,128,False,16,GB,SG_LANG,0.0417,160.99,676.05
llama-2-13B,128,5120,5120,128,128,128,False,16,BB,MXBLAS,0.0310,216.15,907.67
llama-2-13B,128,5120,5120,128,128,128,False,16,BB,FB_GEMM,0.1336,50.23,210.91
llama-2-13B,128,5120,5120,128,128,128,False,16,BB,CUTLASS,0.0433,154.93,650.58
llama-2-13B,128,5120,5120,1,1,5120,False,16,CC,MXBLAS,0.0284,236.00,991.01
llama-2-13B,128,5120,5120,1,1,5120,False,16,CC,FB_GEMM,0.0955,70.28,295.11
llama-2-13B,128,5120,5120,1,1,5120,False,16,CC,SG_LANG,0.0232,288.96,1213.42
llama-2-13B,128,13824,5120,128,13824,5120,False,16,TT,MXBLAS,0.0600,302.20,1250.43
llama-2-13B,128,13824,5120,128,13824,5120,False,16,TT,COAT,0.0578,313.22,1296.04
llama-2-13B,128,13824,5120,128,13824,5120,False,16,TT,CUTLASS,0.0574,315.57,1305.74
llama-2-13B,128,13824,5120,128,13824,5120,False,16,TT,TE_CUBLAS,0.0623,290.71,1202.86
llama-2-13B,128,13824,5120,1,128,128,False,16,GB,MXBLAS,0.0605,299.64,1239.84
llama-2-13B,128,13824,5120,1,128,128,False,16,GB,DEEP_GEMM,0.0515,351.59,1454.77
llama-2-13B,128,13824,5120,1,128,128,False,16,GB,CUTLASS,0.0595,304.57,1260.22
llama-2-13B,128,13824,5120,1,128,128,False,16,GB,SG_LANG,0.0543,333.84,1381.33
llama-2-13B,128,13824,5120,128,128,128,False,16,BB,MXBLAS,0.0619,292.80,1211.53
llama-2-13B,128,13824,5120,128,128,128,False,16,BB,FB_GEMM,0.1377,131.60,544.52
llama-2-13B,128,13824,5120,128,128,128,False,16,BB,CUTLASS,0.0598,302.90,1253.31
llama-2-13B,128,13824,5120,1,1,5120,False,16,CC,MXBLAS,0.0598,302.86,1253.15
llama-2-13B,128,13824,5120,1,1,5120,False,16,CC,FB_GEMM,0.0959,188.89,781.56
llama-2-13B,128,13824,5120,1,1,5120,False,16,CC,SG_LANG,0.0511,354.39,1466.38
llama-2-13B,128,5120,13824,128,5120,13824,False,16,TT,MXBLAS,0.0606,299.04,1218.98
llama-2-13B,128,5120,13824,128,5120,13824,False,16,TT,COAT,0.1109,163.33,665.78
llama-2-13B,128,5120,13824,128,5120,13824,False,16,TT,CUTLASS,0.0783,231.49,943.60
llama-2-13B,128,5120,13824,128,5120,13824,False,16,TT,TE_CUBLAS,0.0625,289.74,1181.05
llama-2-13B,128,5120,13824,1,128,128,False,16,GB,MXBLAS,0.0645,281.10,1145.81
llama-2-13B,128,5120,13824,1,128,128,False,16,GB,DEEP_GEMM,0.0630,287.45,1171.72
llama-2-13B,128,5120,13824,1,128,128,False,16,GB,CUTLASS,0.0938,193.09,787.09
llama-2-13B,128,5120,13824,1,128,128,False,16,GB,SG_LANG,0.1013,178.90,729.23
llama-2-13B,128,5120,13824,128,128,128,False,16,BB,MXBLAS,0.0719,252.18,1027.93
llama-2-13B,128,5120,13824,128,128,128,False,16,BB,FB_GEMM,0.1469,123.35,502.81
llama-2-13B,128,5120,13824,128,128,128,False,16,BB,CUTLASS,0.0961,188.59,768.74
llama-2-13B,128,5120,13824,1,1,13824,False,16,CC,MXBLAS,0.1000,181.24,738.78
llama-2-13B,128,5120,13824,1,1,13824,False,16,CC,FB_GEMM,0.1014,178.74,728.59
llama-2-13B,128,5120,13824,1,1,13824,False,16,CC,SG_LANG,0.0616,294.20,1199.24
llama-2-13B,128,32000,5120,128,32000,5120,False,16,TT,MXBLAS,0.1162,360.89,1485.84
llama-2-13B,128,32000,5120,128,32000,5120,False,16,TT,COAT,0.1370,306.23,1260.82
llama-2-13B,128,32000,5120,128,32000,5120,False,16,TT,CUTLASS,0.1369,306.30,1261.08
llama-2-13B,128,32000,5120,128,32000,5120,False,16,TT,TE_CUBLAS,0.1248,335.96,1383.23
llama-2-13B,128,32000,5120,1,128,128,False,16,GB,MXBLAS,0.1179,355.81,1464.92
llama-2-13B,128,32000,5120,1,128,128,False,16,GB,DEEP_GEMM,0.1155,363.02,1494.62
llama-2-13B,128,32000,5120,1,128,128,False,16,GB,CUTLASS,0.1456,288.17,1186.43
llama-2-13B,128,32000,5120,1,128,128,False,16,GB,SG_LANG,0.1387,302.33,1244.76
llama-2-13B,128,32000,5120,128,128,128,False,16,BB,MXBLAS,0.1203,348.68,1435.58
llama-2-13B,128,32000,5120,128,128,128,False,16,BB,FB_GEMM,0.1328,315.74,1299.97
llama-2-13B,128,32000,5120,128,128,128,False,16,BB,CUTLASS,0.1458,287.72,1184.59
llama-2-13B,128,32000,5120,1,1,5120,False,16,CC,MXBLAS,0.1176,356.52,1467.84
llama-2-13B,128,32000,5120,1,1,5120,False,16,CC,FB_GEMM,0.1269,330.60,1361.16
llama-2-13B,128,32000,5120,1,1,5120,False,16,CC,SG_LANG,0.1082,387.50,1595.41
llama-2-13B,1024,5120,5120,1024,5120,5120,False,16,TT,MXBLAS,0.0743,722.82,564.70
llama-2-13B,1024,5120,5120,1024,5120,5120,False,16,TT,COAT,0.0906,592.49,462.89
llama-2-13B,1024,5120,5120,1024,5120,5120,False,16,TT,CUTLASS,0.1009,531.87,415.52
llama-2-13B,1024,5120,5120,1024,5120,5120,False,16,TT,TE_CUBLAS,0.0745,720.71,563.05
llama-2-13B,1024,5120,5120,1,128,128,False,16,GB,MXBLAS,0.0836,642.22,501.74
llama-2-13B,1024,5120,5120,1,128,128,False,16,GB,DEEP_GEMM,0.0954,562.78,439.67
llama-2-13B,1024,5120,5120,1,128,128,False,16,GB,CUTLASS,0.1174,457.41,357.35
llama-2-13B,1024,5120,5120,1,128,128,False,16,GB,SG_LANG,0.1186,452.80,353.75
llama-2-13B,1024,5120,5120,128,128,128,False,16,BB,MXBLAS,0.0964,556.81,435.01
llama-2-13B,1024,5120,5120,128,128,128,False,16,BB,FB_GEMM,0.1385,387.60,302.81
llama-2-13B,1024,5120,5120,128,128,128,False,16,BB,CUTLASS,0.1158,463.77,362.32
llama-2-13B,1024,5120,5120,1,1,5120,False,16,CC,MXBLAS,0.0762,704.15,550.12
llama-2-13B,1024,5120,5120,1,1,5120,False,16,CC,FB_GEMM,0.0989,543.00,424.22
llama-2-13B,1024,5120,5120,1,1,5120,False,16,CC,SG_LANG,0.0685,783.98,612.49
llama-2-13B,1024,13824,5120,1024,13824,5120,False,16,TT,MXBLAS,0.1749,828.58,596.38
llama-2-13B,1024,13824,5120,1024,13824,5120,False,16,TT,COAT,0.1816,798.42,574.67
llama-2-13B,1024,13824,5120,1024,13824,5120,False,16,TT,CUTLASS,0.2555,567.27,408.30
llama-2-13B,1024,13824,5120,1024,13824,5120,False,16,TT,TE_CUBLAS,0.1903,761.58,548.16
llama-2-13B,1024,13824,5120,1,128,128,False,16,GB,MXBLAS,0.2082,696.20,501.10
llama-2-13B,1024,13824,5120,1,128,128,False,16,GB,DEEP_GEMM,0.2420,598.88,431.05
llama-2-13B,1024,13824,5120,1,128,128,False,16,GB,CUTLASS,0.2946,492.07,354.17
llama-2-13B,1024,13824,5120,1,128,128,False,16,GB,SG_LANG,0.2986,485.50,349.45
llama-2-13B,1024,13824,5120,128,128,128,False,16,BB,MXBLAS,0.2393,605.79,436.03
llama-2-13B,1024,13824,5120,128,128,128,False,16,BB,FB_GEMM,0.2768,523.76,376.98
llama-2-13B,1024,13824,5120,128,128,128,False,16,BB,CUTLASS,0.2924,495.72,356.80
llama-2-13B,1024,13824,5120,1,1,5120,False,16,CC,MXBLAS,0.1814,799.10,575.16
llama-2-13B,1024,13824,5120,1,1,5120,False,16,CC,FB_GEMM,0.1807,801.97,577.23
llama-2-13B,1024,13824,5120,1,1,5120,False,16,CC,SG_LANG,0.1688,858.58,617.97
llama-2-13B,1024,5120,13824,1024,5120,13824,False,16,TT,MXBLAS,0.1750,828.44,545.34
llama-2-13B,1024,5120,13824,1024,5120,13824,False,16,TT,COAT,0.2251,644.06,423.97
llama-2-13B,1024,5120,13824,1024,5120,13824,False,16,TT,CUTLASS,0.2281,635.45,418.30
llama-2-13B,1024,5120,13824,1024,5120,13824,False,16,TT,TE_CUBLAS,0.1770,818.99,539.12
llama-2-13B,1024,5120,13824,1,128,128,False,16,GB,MXBLAS,0.2106,688.15,452.99
llama-2-13B,1024,5120,13824,1,128,128,False,16,GB,DEEP_GEMM,0.2235,648.51,426.90
llama-2-13B,1024,5120,13824,1,128,128,False,16,GB,CUTLASS,0.2682,540.52,355.81
llama-2-13B,1024,5120,13824,1,128,128,False,16,GB,SG_LANG,0.2961,489.59,322.29
llama-2-13B,1024,5120,13824,128,128,128,False,16,BB,MXBLAS,0.2344,618.50,407.14
llama-2-13B,1024,5120,13824,128,128,128,False,16,BB,FB_GEMM,0.3088,469.40,309.00
llama-2-13B,1024,5120,13824,128,128,128,False,16,BB,CUTLASS,0.2652,546.62,359.82
llama-2-13B,1024,5120,13824,1,1,13824,False,16,CC,MXBLAS,0.1722,841.62,554.02
llama-2-13B,1024,5120,13824,1,1,13824,False,16,CC,FB_GEMM,0.2090,693.54,456.54
llama-2-13B,1024,5120,13824,1,1,13824,False,16,CC,SG_LANG,0.1676,864.64,569.17
llama-2-13B,1024,32000,5120,1024,32000,5120,False,16,TT,MXBLAS,0.3772,889.50,621.96
llama-2-13B,1024,32000,5120,1024,32000,5120,False,16,TT,COAT,0.3941,851.35,595.28
llama-2-13B,1024,32000,5120,1024,32000,5120,False,16,TT,CUTLASS,0.5499,610.24,426.69
llama-2-13B,1024,32000,5120,1024,32000,5120,False,16,TT,TE_CUBLAS,0.3693,908.56,635.28
llama-2-13B,1024,32000,5120,1,128,128,False,16,GB,MXBLAS,0.4395,763.49,533.85
llama-2-13B,1024,32000,5120,1,128,128,False,16,GB,DEEP_GEMM,0.5267,637.11,445.48
llama-2-13B,1024,32000,5120,1,128,128,False,16,GB,CUTLASS,0.6287,533.68,373.16
llama-2-13B,1024,32000,5120,1,128,128,False,16,GB,SG_LANG,0.6449,520.34,363.83
llama-2-13B,1024,32000,5120,128,128,128,False,16,BB,MXBLAS,0.4864,689.81,482.33
llama-2-13B,1024,32000,5120,128,128,128,False,16,BB,FB_GEMM,0.6258,536.15,374.89
llama-2-13B,1024,32000,5120,128,128,128,False,16,BB,CUTLASS,0.6453,519.98,363.58
llama-2-13B,1024,32000,5120,1,1,5120,False,16,CC,MXBLAS,0.3818,878.92,614.55
llama-2-13B,1024,32000,5120,1,1,5120,False,16,CC,FB_GEMM,0.3896,861.22,602.18
llama-2-13B,1024,32000,5120,1,1,5120,False,16,CC,SG_LANG,0.4539,739.18,516.85
llama-2-13B,4096,5120,5120,4096,5120,5120,False,16,TT,MXBLAS,0.2484,864.58,358.83
llama-2-13B,4096,5120,5120,4096,5120,5120,False,16,TT,COAT,0.2724,788.43,327.23
llama-2-13B,4096,5120,5120,4096,5120,5120,False,16,TT,CUTLASS,0.3653,587.84,243.98
llama-2-13B,4096,5120,5120,4096,5120,5120,False,16,TT,TE_CUBLAS,0.2571,835.34,346.70
llama-2-13B,4096,5120,5120,1,128,128,False,16,GB,MXBLAS,0.2895,741.68,307.83
llama-2-13B,4096,5120,5120,1,128,128,False,16,GB,DEEP_GEMM,0.3527,608.82,252.68
llama-2-13B,4096,5120,5120,1,128,128,False,16,GB,CUTLASS,0.4290,500.54,207.74
llama-2-13B,4096,5120,5120,1,128,128,False,16,GB,SG_LANG,0.4361,492.46,204.39
llama-2-13B,4096,5120,5120,128,128,128,False,16,BB,MXBLAS,0.3323,646.20,268.20
llama-2-13B,4096,5120,5120,128,128,128,False,16,BB,FB_GEMM,0.4120,521.18,216.31
llama-2-13B,4096,5120,5120,128,128,128,False,16,BB,CUTLASS,0.5562,386.09,160.24
llama-2-13B,4096,5120,5120,1,1,5120,False,16,CC,MXBLAS,0.2518,852.93,354.00
llama-2-13B,4096,5120,5120,1,1,5120,False,16,CC,FB_GEMM,0.2684,800.17,332.10
llama-2-13B,4096,5120,5120,1,1,5120,False,16,CC,SG_LANG,0.3179,675.51,280.36
llama-2-13B,4096,13824,5120,4096,13824,5120,False,16,TT,MXBLAS,0.6472,895.89,316.74
llama-2-13B,4096,13824,5120,4096,13824,5120,False,16,TT,COAT,0.6963,832.68,294.40
llama-2-13B,4096,13824,5120,4096,13824,5120,False,16,TT,CUTLASS,0.9402,616.69,218.03
llama-2-13B,4096,13824,5120,4096,13824,5120,False,16,TT,TE_CUBLAS,0.6516,889.87,314.61
llama-2-13B,4096,13824,5120,1,128,128,False,16,GB,MXBLAS,0.7306,793.62,280.58
llama-2-13B,4096,13824,5120,1,128,128,False,16,GB,DEEP_GEMM,0.8971,646.32,228.51
llama-2-13B,4096,13824,5120,1,128,128,False,16,GB,CUTLASS,1.0792,537.27,189.95
llama-2-13B,4096,13824,5120,1,128,128,False,16,GB,SG_LANG,1.0959,529.08,187.06
llama-2-13B,4096,13824,5120,128,128,128,False,16,BB,MXBLAS,0.8606,673.74,238.20
llama-2-13B,4096,13824,5120,128,128,128,False,16,BB,FB_GEMM,1.0862,533.82,188.73
llama-2-13B,4096,13824,5120,128,128,128,False,16,BB,CUTLASS,1.0719,540.95,191.25
llama-2-13B,4096,13824,5120,1,1,5120,False,16,CC,MXBLAS,0.6683,867.57,306.73
llama-2-13B,4096,13824,5120,1,1,5120,False,16,CC,FB_GEMM,0.6866,844.49,298.57
llama-2-13B,4096,13824,5120,1,1,5120,False,16,CC,SG_LANG,0.8156,710.95,251.36
llama-2-13B,4096,5120,13824,4096,5120,13824,False,16,TT,MXBLAS,0.6358,911.98,266.36
llama-2-13B,4096,5120,13824,4096,5120,13824,False,16,TT,COAT,0.6483,894.41,261.23
llama-2-13B,4096,5120,13824,4096,5120,13824,False,16,TT,CUTLASS,0.8423,688.40,201.06
llama-2-13B,4096,5120,13824,4096,5120,13824,False,16,TT,TE_CUBLAS,0.6352,912.87,266.62
llama-2-13B,4096,5120,13824,1,128,128,False,16,GB,MXBLAS,0.7485,774.68,226.26
llama-2-13B,4096,5120,13824,1,128,128,False,16,GB,DEEP_GEMM,0.8828,656.76,191.82
llama-2-13B,4096,5120,13824,1,128,128,False,16,GB,CUTLASS,1.1028,525.77,153.56
llama-2-13B,4096,5120,13824,1,128,128,False,16,GB,SG_LANG,1.1321,512.15,149.58
llama-2-13B,4096,5120,13824,128,128,128,False,16,BB,MXBLAS,0.8766,661.46,193.19
llama-2-13B,4096,5120,13824,128,128,128,False,16,BB,FB_GEMM,1.0489,552.81,161.46
llama-2-13B,4096,5120,13824,128,128,128,False,16,BB,CUTLASS,1.0100,574.08,167.67
llama-2-13B,4096,5120,13824,1,1,13824,False,16,CC,MXBLAS,0.6409,904.64,264.21
llama-2-13B,4096,5120,13824,1,1,13824,False,16,CC,FB_GEMM,0.6460,897.58,262.15
llama-2-13B,4096,5120,13824,1,1,13824,False,16,CC,SG_LANG,0.8414,689.09,201.26
llama-2-13B,4096,32000,5120,4096,32000,5120,False,16,TT,MXBLAS,1.4330,936.62,311.90
llama-2-13B,4096,32000,5120,4096,32000,5120,False,16,TT,COAT,1.9749,679.62,226.32
llama-2-13B,4096,32000,5120,4096,32000,5120,False,16,TT,CUTLASS,2.0438,656.70,218.69
llama-2-13B,4096,32000,5120,4096,32000,5120,False,16,TT,TE_CUBLAS,1.4310,937.93,312.34
llama-2-13B,4096,32000,5120,1,128,128,False,16,GB,MXBLAS,1.6240,826.46,275.22
llama-2-13B,4096,32000,5120,1,128,128,False,16,GB,DEEP_GEMM,1.9908,674.20,224.51
llama-2-13B,4096,32000,5120,1,128,128,False,16,GB,CUTLASS,2.4008,559.06,186.17
llama-2-13B,4096,32000,5120,1,128,128,False,16,GB,SG_LANG,2.4712,543.13,180.87
llama-2-13B,4096,32000,5120,128,128,128,False,16,BB,MXBLAS,1.9420,691.13,230.15
llama-2-13B,4096,32000,5120,128,128,128,False,16,BB,FB_GEMM,2.4302,552.29,183.92
llama-2-13B,4096,32000,5120,128,128,128,False,16,BB,CUTLASS,2.4566,546.36,181.94
llama-2-13B,4096,32000,5120,1,1,5120,False,16,CC,MXBLAS,1.9990,671.42,223.59
llama-2-13B,4096,32000,5120,1,1,5120,False,16,CC,FB_GEMM,1.5207,882.61,293.92
llama-2-13B,4096,32000,5120,1,1,5120,False,16,CC,SG_LANG,1.8600,721.61,240.30
llama-2-13B,8192,5120,5120,8192,5120,5120,False,16,TT,MXBLAS,0.4738,906.49,320.90
llama-2-13B,8192,5120,5120,8192,5120,5120,False,16,TT,COAT,0.5280,813.49,287.98
llama-2-13B,8192,5120,5120,8192,5120,5120,False,16,TT,CUTLASS,0.6806,631.10,223.41
llama-2-13B,8192,5120,5120,8192,5120,5120,False,16,TT,TE_CUBLAS,0.4736,906.91,321.05
llama-2-13B,8192,5120,5120,1,128,128,False,16,GB,MXBLAS,0.5374,799.25,282.94
llama-2-13B,8192,5120,5120,1,128,128,False,16,GB,DEEP_GEMM,0.8269,519.43,183.88
llama-2-13B,8192,5120,5120,1,128,128,False,16,GB,CUTLASS,0.8065,532.52,188.51
llama-2-13B,8192,5120,5120,1,128,128,False,16,GB,SG_LANG,0.8263,519.76,184.00
llama-2-13B,8192,5120,5120,128,128,128,False,16,BB,MXBLAS,0.6259,686.24,242.93
llama-2-13B,8192,5120,5120,128,128,128,False,16,BB,FB_GEMM,0.8201,523.69,185.39
llama-2-13B,8192,5120,5120,128,128,128,False,16,BB,CUTLASS,0.8140,527.65,186.79
llama-2-13B,8192,5120,5120,1,1,5120,False,16,CC,MXBLAS,0.4825,890.09,315.09
llama-2-13B,8192,5120,5120,1,1,5120,False,16,CC,FB_GEMM,0.5183,828.61,293.33
llama-2-13B,8192,5120,5120,1,1,5120,False,16,CC,SG_LANG,0.5538,775.56,274.55
llama-2-13B,8192,13824,5120,8192,13824,5120,False,16,TT,MXBLAS,1.4590,794.82,232.50
llama-2-13B,8192,13824,5120,8192,13824,5120,False,16,TT,COAT,1.3402,865.25,253.10
llama-2-13B,8192,13824,5120,8192,13824,5120,False,16,TT,CUTLASS,1.7507,662.39,193.76
llama-2-13B,8192,13824,5120,8192,13824,5120,False,16,TT,TE_CUBLAS,1.2640,917.44,268.37
llama-2-13B,8192,13824,5120,1,128,128,False,16,GB,MXBLAS,1.3970,830.09,242.82
llama-2-13B,8192,13824,5120,1,128,128,False,16,GB,DEEP_GEMM,1.7233,672.93,196.84
llama-2-13B,8192,13824,5120,1,128,128,False,16,GB,CUTLASS,2.1953,528.23,154.52
llama-2-13B,8192,13824,5120,1,128,128,False,16,GB,SG_LANG,2.1548,538.16,157.42
llama-2-13B,8192,13824,5120,128,128,128,False,16,BB,MXBLAS,1.5910,728.88,213.21
llama-2-13B,8192,13824,5120,128,128,128,False,16,BB,FB_GEMM,2.1274,545.09,159.45
llama-2-13B,8192,13824,5120,128,128,128,False,16,BB,CUTLASS,2.1267,545.28,159.50
llama-2-13B,8192,13824,5120,1,1,5120,False,16,CC,MXBLAS,1.2550,924.02,270.29
llama-2-13B,8192,13824,5120,1,1,5120,False,16,CC,FB_GEMM,1.3174,880.23,257.48
llama-2-13B,8192,13824,5120,1,1,5120,False,16,CC,SG_LANG,1.6775,691.29,202.21
llama-2-13B,8192,5120,13824,8192,5120,13824,False,16,TT,MXBLAS,1.2180,952.09,219.96
llama-2-13B,8192,5120,13824,8192,5120,13824,False,16,TT,COAT,1.2983,893.23,206.36
llama-2-13B,8192,5120,13824,8192,5120,13824,False,16,TT,CUTLASS,1.6832,688.95,159.17
llama-2-13B,8192,5120,13824,8192,5120,13824,False,16,TT,TE_CUBLAS,1.3020,890.66,205.77
llama-2-13B,8192,5120,13824,1,128,128,False,16,GB,MXBLAS,1.3630,850.80,196.56
llama-2-13B,8192,5120,13824,1,128,128,False,16,GB,DEEP_GEMM,1.7009,681.79,157.51
llama-2-13B,8192,5120,13824,1,128,128,False,16,GB,CUTLASS,2.2513,515.11,119.00
llama-2-13B,8192,5120,13824,1,128,128,False,16,GB,SG_LANG,2.1621,536.35,123.91
llama-2-13B,8192,5120,13824,128,128,128,False,16,BB,MXBLAS,1.6650,696.48,160.91
llama-2-13B,8192,5120,13824,128,128,128,False,16,BB,FB_GEMM,2.1102,549.53,126.96
llama-2-13B,8192,5120,13824,128,128,128,False,16,BB,CUTLASS,2.2436,516.87,119.41
llama-2-13B,8192,5120,13824,1,1,13824,False,16,CC,MXBLAS,1.2330,940.50,217.28
llama-2-13B,8192,5120,13824,1,1,13824,False,16,CC,FB_GEMM,1.2705,912.78,210.88
llama-2-13B,8192,5120,13824,1,1,13824,False,16,CC,SG_LANG,1.5808,733.57,169.48
llama-2-13B,8192,32000,5120,8192,32000,5120,False,16,TT,MXBLAS,2.8450,943.53,256.62
llama-2-13B,8192,32000,5120,8192,32000,5120,False,16,TT,COAT,3.9556,678.62,184.57
llama-2-13B,8192,32000,5120,8192,32000,5120,False,16,TT,CUTLASS,4.5728,587.03,159.66
llama-2-13B,8192,32000,5120,8192,32000,5120,False,16,TT,TE_CUBLAS,2.9020,925.00,251.58
llama-2-13B,8192,32000,5120,1,128,128,False,16,GB,MXBLAS,3.2040,837.81,227.86
llama-2-13B,8192,32000,5120,1,128,128,False,16,GB,DEEP_GEMM,3.9458,680.31,185.03
llama-2-13B,8192,32000,5120,1,128,128,False,16,GB,CUTLASS,5.1621,520.01,141.43
llama-2-13B,8192,32000,5120,1,128,128,False,16,GB,SG_LANG,6.6286,404.97,110.14
llama-2-13B,8192,32000,5120,128,128,128,False,16,BB,MXBLAS,4.5610,588.55,160.07
llama-2-13B,8192,32000,5120,128,128,128,False,16,BB,FB_GEMM,5.0818,528.23,143.66
llama-2-13B,8192,32000,5120,128,128,128,False,16,BB,CUTLASS,4.8799,550.09,149.61
llama-2-13B,8192,32000,5120,1,1,5120,False,16,CC,MXBLAS,2.9120,921.83,250.71
llama-2-13B,8192,32000,5120,1,1,5120,False,16,CC,FB_GEMM,4.2393,633.21,172.22
llama-2-13B,8192,32000,5120,1,1,5120,False,16,CC,SG_LANG,5.5878,480.39,130.65
llama-2-13B,16384,5120,5120,16384,5120,5120,False,16,TT,MXBLAS,0.9158,937.99,303.43
llama-2-13B,16384,5120,5120,16384,5120,5120,False,16,TT,COAT,1.0035,855.97,276.89
llama-2-13B,16384,5120,5120,16384,5120,5120,False,16,TT,CUTLASS,1.3359,642.99,208.00
llama-2-13B,16384,5120,5120,16384,5120,5120,False,16,TT,TE_CUBLAS,0.9090,945.03,305.70
llama-2-13B,16384,5120,5120,1,128,128,False,16,GB,MXBLAS,1.0360,829.14,268.22
llama-2-13B,16384,5120,5120,1,128,128,False,16,GB,DEEP_GEMM,1.2784,671.95,217.37
llama-2-13B,16384,5120,5120,1,128,128,False,16,GB,CUTLASS,1.5593,550.89,178.21
llama-2-13B,16384,5120,5120,1,128,128,False,16,GB,SG_LANG,1.6138,532.29,172.19
llama-2-13B,16384,5120,5120,128,128,128,False,16,BB,MXBLAS,1.1990,716.42,231.75
llama-2-13B,16384,5120,5120,128,128,128,False,16,BB,FB_GEMM,1.5585,551.16,178.29
llama-2-13B,16384,5120,5120,128,128,128,False,16,BB,CUTLASS,1.5955,538.37,174.16
llama-2-13B,16384,5120,5120,1,1,5120,False,16,CC,MXBLAS,0.9532,901.17,291.52
llama-2-13B,16384,5120,5120,1,1,5120,False,16,CC,FB_GEMM,1.4266,602.12,194.78
llama-2-13B,16384,5120,5120,1,1,5120,False,16,CC,SG_LANG,1.1172,768.88,248.72
llama-2-13B,16384,13824,5120,16384,13824,5120,False,16,TT,MXBLAS,2.6120,887.93,232.64
llama-2-13B,16384,13824,5120,16384,13824,5120,False,16,TT,COAT,2.6268,882.92,231.32
llama-2-13B,16384,13824,5120,16384,13824,5120,False,16,TT,CUTLASS,3.5657,650.45,170.42
llama-2-13B,16384,13824,5120,16384,13824,5120,False,16,TT,TE_CUBLAS,2.4960,929.20,243.45
llama-2-13B,16384,13824,5120,1,128,128,False,16,GB,MXBLAS,2.7520,842.76,220.80
llama-2-13B,16384,13824,5120,1,128,128,False,16,GB,DEEP_GEMM,3.3858,685.01,179.47
llama-2-13B,16384,13824,5120,1,128,128,False,16,GB,CUTLASS,4.1803,554.81,145.36
